id,title,price,rating,in_stock,category,scraped_at
2090,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,2,1,History,2026-03-07 12:37:27.771923
2091,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,1,1,History,2026-03-07 12:37:27.772209
2092,Zealot: The Life and Times of Jesus of Nazareth,24.7,3,1,History,2026-03-07 12:37:27.772463
2093,A Distant Mirror: The Calamitous 14th Century,14.58,3,1,History,2026-03-07 12:37:27.772731
2094,1491: New Revelations of the Americas Before Columbus,21.8,3,1,History,2026-03-07 12:37:27.772987
2095,Brilliant Beacons: A History of the American Lighthouse,11.45,3,1,History,2026-03-07 12:37:27.773245
2096,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5,1,History,2026-03-07 12:37:27.773502
2097,A Short History of Nearly Everything,52.4,5,1,History,2026-03-07 12:37:27.773756
2098,The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,1,History,2026-03-07 12:37:27.774009
2099,Catherine the Great: Portrait of a Woman,58.55,4,1,History,2026-03-07 12:37:27.774276
2100,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,1,History,2026-03-07 12:37:27.774546
2101,The Hiding Place,55.91,4,1,History,2026-03-07 12:37:27.774816
2102,America's War for the Greater Middle East: A Military History,51.22,2,1,History,2026-03-07 12:37:27.775076
2103,The Guns of August,14.54,2,1,History,2026-03-07 12:37:27.775337
2104,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,1,History,2026-03-07 12:37:27.775592
2105,Birdsong: A Story in Pictures,54.64,3,1,Childrens,2026-03-07 12:37:28.411510
2106,The Bear and the Piano,36.89,1,1,Childrens,2026-03-07 12:37:28.412851
2107,The Secret of Dreadwillow Carse,56.13,1,1,Childrens,2026-03-07 12:37:28.413165
2108,The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,58.08,4,1,Childrens,2026-03-07 12:37:28.413445
2109,Little Red,13.47,3,1,Childrens,2026-03-07 12:37:28.413728
2110,Walt Disney's Alice in Wonderland,12.96,5,1,Childrens,2026-03-07 12:37:28.414010
2111,Twenty Yawns,22.08,2,1,Childrens,2026-03-07 12:37:28.414300
2112,Rain Fish,23.57,3,1,Childrens,2026-03-07 12:37:28.414579
2113,Once Was a Time,18.28,2,1,Childrens,2026-03-07 12:37:28.414864
2114,Luis Paints the World,53.95,3,1,Childrens,2026-03-07 12:37:28.415375
2115,Nap-a-Roo,25.08,1,1,Childrens,2026-03-07 12:37:28.415774
2116,The Whale,35.96,4,1,Childrens,2026-03-07 12:37:28.416222
2117,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,1,Childrens,2026-03-07 12:37:28.416642
2118,Raymie Nightingale,34.41,2,1,Childrens,2026-03-07 12:37:28.416978
2119,Playing from the Heart,32.38,1,1,Childrens,2026-03-07 12:37:28.417259
2120,Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,1,1,Childrens,2026-03-07 12:37:28.417535
2121,The Wild Robot,56.07,3,1,Childrens,2026-03-07 12:37:28.417811
2122,The Thing About Jellyfish,48.77,1,1,Childrens,2026-03-07 12:37:28.418091
2123,The Lonely Ones,43.59,5,1,Childrens,2026-03-07 12:37:28.418369
2124,The Day the Crayons Came Home (Crayons),26.33,5,1,Childrens,2026-03-07 12:37:28.418644
2125,The Cat in the Hat (Beginner Books B-1),16.26,2,1,Childrens,2026-03-07 12:37:29.039041
2126,Red: The True Story of Red Riding Hood,28.54,3,1,Childrens,2026-03-07 12:37:29.041872
2127,Horrible Bear!,37.52,2,1,Childrens,2026-03-07 12:37:29.042359
2128,Green Eggs and Ham (Beginner Books B-16),10.79,4,1,Childrens,2026-03-07 12:37:29.042685
2129,Counting Thyme,10.62,1,1,Childrens,2026-03-07 12:37:29.043175
2130,Are We There Yet?,10.66,3,1,Childrens,2026-03-07 12:37:29.043483
2131,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,4,1,Childrens,2026-03-07 12:37:29.043787
2132,Matilda,28.34,1,1,Childrens,2026-03-07 12:37:29.044106
2133,Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,3,1,Childrens,2026-03-07 12:37:29.044393
2134,Sophie's World,15.94,5,1,Philosophy,2026-03-07 12:37:29.665658
2135,The Death of Humanity: and the Case for Life,58.11,4,1,Philosophy,2026-03-07 12:37:29.668523
2136,The Stranger,17.44,4,1,Philosophy,2026-03-07 12:37:29.668873
2137,Proofs of God: Classical Arguments from Tertullian to Barth,54.21,1,1,Philosophy,2026-03-07 12:37:29.669224
2138,Kierkegaard: A Christian Missionary to Christians,47.13,1,1,Philosophy,2026-03-07 12:37:29.669537
2139,"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,5,1,Philosophy,2026-03-07 12:37:29.669856
2140,Critique of Pure Reason,20.75,1,1,Philosophy,2026-03-07 12:37:29.670177
2141,"Run, Spot, Run: The Ethics of Keeping Pets",20.02,1,1,Philosophy,2026-03-07 12:37:29.670489
2142,The Nicomachean Ethics,36.34,1,1,Philosophy,2026-03-07 12:37:29.670796
2143,Meditations,25.89,2,1,Philosophy,2026-03-07 12:37:29.671234
2144,Beyond Good and Evil,43.38,1,1,Philosophy,2026-03-07 12:37:29.671747
2145,The Book of Basketball: The NBA According to The Sports Guy,44.84,5,1,Sports_And_Games,2026-03-07 12:38:41.821432
2146,"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,1,Sports_And_Games,2026-03-07 12:38:41.824423
2147,Sugar Rush (Offensive Line #2),24.42,1,1,Sports_And_Games,2026-03-07 12:38:41.824752
2148,Settling the Score (The Summer Games #1),44.91,2,1,Sports_And_Games,2026-03-07 12:38:41.825046
2149,Icing (Aces Hockey #2),40.44,4,1,Sports_And_Games,2026-03-07 12:38:41.825331
2150,It's Only the Himalayas,45.17,2,1,Travel,2026-03-07 12:38:42.446869
2151,Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,49.43,4,1,Travel,2026-03-07 12:38:42.449736
2152,See America: A Celebration of Our National Parks & Treasured Sites,48.87,3,1,Travel,2026-03-07 12:38:42.450070
2153,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,2,1,Travel,2026-03-07 12:38:42.450360
2154,Under the Tuscan Sun,37.33,3,1,Travel,2026-03-07 12:38:42.450645
2155,A Summer In Europe,44.34,2,1,Travel,2026-03-07 12:38:42.450935
2156,The Great Railway Bazaar,30.54,1,1,Travel,2026-03-07 12:38:42.451222
2157,A Year in Provence (Provence #1),56.88,4,1,Travel,2026-03-07 12:38:42.451505
2158,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,1,1,Travel,2026-03-07 12:38:42.451788
2159,Neither Here nor There: Travels in Europe,38.95,3,1,Travel,2026-03-07 12:38:42.452078
2160,"1,000 Places to See Before You Die",26.08,5,1,Travel,2026-03-07 12:38:42.452362
2161,Sharp Objects,47.82,4,1,Mystery,2026-03-07 12:38:43.080263
2162,"In a Dark, Dark Wood",19.63,1,1,Mystery,2026-03-07 12:38:43.083271
2163,The Past Never Ends,56.5,4,1,Mystery,2026-03-07 12:38:43.083586
2164,A Murder in Time,16.64,1,1,Mystery,2026-03-07 12:38:43.083884
2165,The Murder of Roger Ackroyd (Hercule Poirot #4),44.1,4,1,Mystery,2026-03-07 12:38:43.084165
2166,The Last Mile (Amos Decker #2),54.21,2,1,Mystery,2026-03-07 12:38:43.084437
2167,That Darkness (Gardiner and Renner #1),13.92,1,1,Mystery,2026-03-07 12:38:43.084702
2168,Tastes Like Fear (DI Marnie Rome #3),10.69,1,1,Mystery,2026-03-07 12:38:43.084966
2169,A Time of Torment (Charlie Parker #14),48.35,5,1,Mystery,2026-03-07 12:38:43.085228
2170,A Study in Scarlet (Sherlock Holmes #1),16.73,2,1,Mystery,2026-03-07 12:38:43.085490
2171,Poisonous (Max Revere Novels #3),26.8,3,1,Mystery,2026-03-07 12:38:43.085894
2172,Murder at the 42nd Street Library (Raymond Ambler #1),54.36,4,1,Mystery,2026-03-07 12:38:43.086161
2173,Most Wanted,35.28,3,1,Mystery,2026-03-07 12:38:43.086427
2174,Hide Away (Eve Duncan #20),11.84,1,1,Mystery,2026-03-07 12:38:43.086824
2175,Boar Island (Anna Pigeon #19),59.48,3,1,Mystery,2026-03-07 12:38:43.087310
2176,The Widow,27.26,2,1,Mystery,2026-03-07 12:38:43.087725
2177,Playing with Fire,13.71,3,1,Mystery,2026-03-07 12:38:43.088218
2178,What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,1,Mystery,2026-03-07 12:38:43.088593
2179,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,1,Mystery,2026-03-07 12:38:43.088889
2180,Delivering the Truth (Quaker Midwife Mystery #1),20.89,4,1,Mystery,2026-03-07 12:38:43.089180
2181,The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,1,Mystery,2026-03-07 12:38:43.740042
2182,In the Woods (Dublin Murder Squad #1),38.38,2,1,Mystery,2026-03-07 12:38:43.743107
2183,The Silkworm (Cormoran Strike #2),23.05,5,1,Mystery,2026-03-07 12:38:43.743432
2184,The Exiled,43.45,3,1,Mystery,2026-03-07 12:38:43.743732
2185,The Cuckoo's Calling (Cormoran Strike #1),19.21,1,1,Mystery,2026-03-07 12:38:43.744026
2186,Extreme Prey (Lucas Davenport #26),25.4,3,1,Mystery,2026-03-07 12:38:43.744322
2187,Career of Evil (Cormoran Strike #3),24.72,2,1,Mystery,2026-03-07 12:38:43.744578
2188,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,1,Mystery,2026-03-07 12:38:43.744832
2189,The Girl You Lost,12.29,5,1,Mystery,2026-03-07 12:38:43.745093
2190,The Girl In The Ice (DCI Erika Foster #1),15.85,3,1,Mystery,2026-03-07 12:38:43.745350
2191,Blood Defense (Samantha Brinkman #1),20.3,3,1,Mystery,2026-03-07 12:38:43.745605
2192,1st to Die (Women's Murder Club #1),53.98,1,1,Mystery,2026-03-07 12:38:43.745925
2193,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,1,Science_Fiction,2026-03-07 12:38:44.366339
2194,Join,35.67,5,1,Science_Fiction,2026-03-07 12:38:44.369151
2195,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,4,1,Science_Fiction,2026-03-07 12:38:44.369518
2196,The Project,10.65,1,1,Science_Fiction,2026-03-07 12:38:44.369930
2197,Soft Apocalypse,26.12,2,1,Science_Fiction,2026-03-07 12:38:44.370398
2198,Sleeping Giants (Themis Files #1),48.74,1,1,Science_Fiction,2026-03-07 12:38:44.370857
2199,Arena,21.36,4,1,Science_Fiction,2026-03-07 12:38:44.371290
2200,Foundation (Foundation (Publication Order) #1),32.42,1,1,Science_Fiction,2026-03-07 12:38:44.371652
2201,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,1,Science_Fiction,2026-03-07 12:38:44.372001
2202,Ready Player One,19.07,4,1,Science_Fiction,2026-03-07 12:38:44.372308
2203,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,1,Science_Fiction,2026-03-07 12:38:44.372694
2204,Dune (Dune #1),54.86,1,1,Science_Fiction,2026-03-07 12:38:44.373023
2205,Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,1,Science_Fiction,2026-03-07 12:38:44.373422
2206,Three Wishes (River of Time: California #1),44.18,2,1,Science_Fiction,2026-03-07 12:38:44.373934
2207,The Last Girl (The Dominion Trilogy #1),36.26,2,1,Science_Fiction,2026-03-07 12:38:44.374287
2208,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,1,Science_Fiction,2026-03-07 12:38:44.374601
2209,Sapiens: A Brief History of Humankind,54.23,5,1,History,2026-03-07 12:38:45.025801
2210,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,1,1,History,2026-03-07 12:38:45.028834
2211,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,1,1,History,2026-03-07 12:38:45.029181
2212,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,2,1,History,2026-03-07 12:38:45.029589
2213,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,1,1,History,2026-03-07 12:38:45.029850
2214,Zealot: The Life and Times of Jesus of Nazareth,24.7,3,1,History,2026-03-07 12:38:45.030117
2215,A Distant Mirror: The Calamitous 14th Century,14.58,3,1,History,2026-03-07 12:38:45.030374
2216,1491: New Revelations of the Americas Before Columbus,21.8,3,1,History,2026-03-07 12:38:45.030630
2217,Brilliant Beacons: A History of the American Lighthouse,11.45,3,1,History,2026-03-07 12:38:45.030887
2218,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5,1,History,2026-03-07 12:38:45.031143
2219,A Short History of Nearly Everything,52.4,5,1,History,2026-03-07 12:38:45.031397
2220,The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,1,History,2026-03-07 12:38:45.031653
2221,Catherine the Great: Portrait of a Woman,58.55,4,1,History,2026-03-07 12:38:45.031925
2222,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,1,History,2026-03-07 12:38:45.032315
2223,The Hiding Place,55.91,4,1,History,2026-03-07 12:38:45.032587
2224,America's War for the Greater Middle East: A Military History,51.22,2,1,History,2026-03-07 12:38:45.032850
2225,The Guns of August,14.54,2,1,History,2026-03-07 12:38:45.033112
2226,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,1,History,2026-03-07 12:38:45.033370
2227,Birdsong: A Story in Pictures,54.64,3,1,Childrens,2026-03-07 12:38:45.670309
2228,The Bear and the Piano,36.89,1,1,Childrens,2026-03-07 12:38:45.673437
2229,The Secret of Dreadwillow Carse,56.13,1,1,Childrens,2026-03-07 12:38:45.673753
2230,The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,58.08,4,1,Childrens,2026-03-07 12:38:45.674035
2231,Little Red,13.47,3,1,Childrens,2026-03-07 12:38:45.674314
2232,Walt Disney's Alice in Wonderland,12.96,5,1,Childrens,2026-03-07 12:38:45.674592
2233,Twenty Yawns,22.08,2,1,Childrens,2026-03-07 12:38:45.674869
2234,Rain Fish,23.57,3,1,Childrens,2026-03-07 12:38:45.675129
2235,Once Was a Time,18.28,2,1,Childrens,2026-03-07 12:38:45.675390
2236,Luis Paints the World,53.95,3,1,Childrens,2026-03-07 12:38:45.675645
2237,Nap-a-Roo,25.08,1,1,Childrens,2026-03-07 12:38:45.675900
2238,The Whale,35.96,4,1,Childrens,2026-03-07 12:38:45.676157
2239,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,1,Childrens,2026-03-07 12:38:45.676410
2240,Raymie Nightingale,34.41,2,1,Childrens,2026-03-07 12:38:45.676824
2241,Playing from the Heart,32.38,1,1,Childrens,2026-03-07 12:38:45.677226
2242,Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,1,1,Childrens,2026-03-07 12:38:45.677496
2243,The Wild Robot,56.07,3,1,Childrens,2026-03-07 12:38:45.677750
2244,The Thing About Jellyfish,48.77,1,1,Childrens,2026-03-07 12:38:45.678005
2245,The Lonely Ones,43.59,5,1,Childrens,2026-03-07 12:38:45.678259
2246,The Day the Crayons Came Home (Crayons),26.33,5,1,Childrens,2026-03-07 12:38:45.678513
2247,The Cat in the Hat (Beginner Books B-1),16.26,2,1,Childrens,2026-03-07 12:38:46.315101
2248,Red: The True Story of Red Riding Hood,28.54,3,1,Childrens,2026-03-07 12:38:46.318149
2249,Horrible Bear!,37.52,2,1,Childrens,2026-03-07 12:38:46.318464
2250,Green Eggs and Ham (Beginner Books B-16),10.79,4,1,Childrens,2026-03-07 12:38:46.318736
2251,Counting Thyme,10.62,1,1,Childrens,2026-03-07 12:38:46.319000
2252,Are We There Yet?,10.66,3,1,Childrens,2026-03-07 12:38:46.319267
2253,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,4,1,Childrens,2026-03-07 12:38:46.319528
2254,Matilda,28.34,1,1,Childrens,2026-03-07 12:38:46.319862
2255,Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,3,1,Childrens,2026-03-07 12:38:46.320125
2256,Sophie's World,15.94,5,1,Philosophy,2026-03-07 12:38:46.943466
2257,The Death of Humanity: and the Case for Life,58.11,4,1,Philosophy,2026-03-07 12:38:46.945226
2258,The Stranger,17.44,4,1,Philosophy,2026-03-07 12:38:46.945776
2259,Proofs of God: Classical Arguments from Tertullian to Barth,54.21,1,1,Philosophy,2026-03-07 12:38:46.946409
2260,Kierkegaard: A Christian Missionary to Christians,47.13,1,1,Philosophy,2026-03-07 12:38:46.946917
2261,"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,5,1,Philosophy,2026-03-07 12:38:46.947243
2262,Critique of Pure Reason,20.75,1,1,Philosophy,2026-03-07 12:38:46.947548
2263,"Run, Spot, Run: The Ethics of Keeping Pets",20.02,1,1,Philosophy,2026-03-07 12:38:46.947945
2264,The Nicomachean Ethics,36.34,1,1,Philosophy,2026-03-07 12:38:46.948424
2265,Meditations,25.89,2,1,Philosophy,2026-03-07 12:38:46.948911
2266,Beyond Good and Evil,43.38,1,1,Philosophy,2026-03-07 12:38:46.949402
2267,The Book of Basketball: The NBA According to The Sports Guy,44.84,5,1,Sports_And_Games,2026-03-07 12:39:17.156687
2268,"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,1,Sports_And_Games,2026-03-07 12:39:17.159853
2269,Sugar Rush (Offensive Line #2),24.42,1,1,Sports_And_Games,2026-03-07 12:39:17.160163
2270,Settling the Score (The Summer Games #1),44.91,2,1,Sports_And_Games,2026-03-07 12:39:17.160440
2271,Icing (Aces Hockey #2),40.44,4,1,Sports_And_Games,2026-03-07 12:39:17.160706
2272,It's Only the Himalayas,45.17,2,1,Travel,2026-03-07 12:39:17.789143
2273,Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,49.43,4,1,Travel,2026-03-07 12:39:17.792563
2274,See America: A Celebration of Our National Parks & Treasured Sites,48.87,3,1,Travel,2026-03-07 12:39:17.793100
2275,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,2,1,Travel,2026-03-07 12:39:17.793608
2276,Under the Tuscan Sun,37.33,3,1,Travel,2026-03-07 12:39:17.794115
2277,A Summer In Europe,44.34,2,1,Travel,2026-03-07 12:39:17.794596
2278,The Great Railway Bazaar,30.54,1,1,Travel,2026-03-07 12:39:17.794964
2279,A Year in Provence (Provence #1),56.88,4,1,Travel,2026-03-07 12:39:17.795316
2280,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,1,1,Travel,2026-03-07 12:39:17.795652
2281,Neither Here nor There: Travels in Europe,38.95,3,1,Travel,2026-03-07 12:39:17.795962
2282,"1,000 Places to See Before You Die",26.08,5,1,Travel,2026-03-07 12:39:17.796270
2283,Sharp Objects,47.82,4,1,Mystery,2026-03-07 12:39:18.474766
2284,"In a Dark, Dark Wood",19.63,1,1,Mystery,2026-03-07 12:39:18.478272
2285,The Past Never Ends,56.5,4,1,Mystery,2026-03-07 12:39:18.478959
2286,A Murder in Time,16.64,1,1,Mystery,2026-03-07 12:39:18.479451
2287,The Murder of Roger Ackroyd (Hercule Poirot #4),44.1,4,1,Mystery,2026-03-07 12:39:18.479904
2288,The Last Mile (Amos Decker #2),54.21,2,1,Mystery,2026-03-07 12:39:18.480511
2289,That Darkness (Gardiner and Renner #1),13.92,1,1,Mystery,2026-03-07 12:39:18.481160
2290,Tastes Like Fear (DI Marnie Rome #3),10.69,1,1,Mystery,2026-03-07 12:39:18.481802
2291,A Time of Torment (Charlie Parker #14),48.35,5,1,Mystery,2026-03-07 12:39:18.482462
2292,A Study in Scarlet (Sherlock Holmes #1),16.73,2,1,Mystery,2026-03-07 12:39:18.483114
2293,Poisonous (Max Revere Novels #3),26.8,3,1,Mystery,2026-03-07 12:39:18.483759
2294,Murder at the 42nd Street Library (Raymond Ambler #1),54.36,4,1,Mystery,2026-03-07 12:39:18.484411
2295,Most Wanted,35.28,3,1,Mystery,2026-03-07 12:39:18.485331
2296,Hide Away (Eve Duncan #20),11.84,1,1,Mystery,2026-03-07 12:39:18.486090
2297,Boar Island (Anna Pigeon #19),59.48,3,1,Mystery,2026-03-07 12:39:18.486858
2298,The Widow,27.26,2,1,Mystery,2026-03-07 12:39:18.487550
2299,Playing with Fire,13.71,3,1,Mystery,2026-03-07 12:39:18.487972
2300,What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,1,Mystery,2026-03-07 12:39:18.488390
2301,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,1,Mystery,2026-03-07 12:39:18.488841
2302,Delivering the Truth (Quaker Midwife Mystery #1),20.89,4,1,Mystery,2026-03-07 12:39:18.489261
2303,The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,1,Mystery,2026-03-07 12:39:19.134201
2304,In the Woods (Dublin Murder Squad #1),38.38,2,1,Mystery,2026-03-07 12:39:19.137371
2305,The Silkworm (Cormoran Strike #2),23.05,5,1,Mystery,2026-03-07 12:39:19.137921
2306,The Exiled,43.45,3,1,Mystery,2026-03-07 12:39:19.138500
2307,The Cuckoo's Calling (Cormoran Strike #1),19.21,1,1,Mystery,2026-03-07 12:39:19.139011
2308,Extreme Prey (Lucas Davenport #26),25.4,3,1,Mystery,2026-03-07 12:39:19.139514
2309,Career of Evil (Cormoran Strike #3),24.72,2,1,Mystery,2026-03-07 12:39:19.140005
2310,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,1,Mystery,2026-03-07 12:39:19.140558
2311,The Girl You Lost,12.29,5,1,Mystery,2026-03-07 12:39:19.141072
2312,The Girl In The Ice (DCI Erika Foster #1),15.85,3,1,Mystery,2026-03-07 12:39:19.141564
2313,Blood Defense (Samantha Brinkman #1),20.3,3,1,Mystery,2026-03-07 12:39:19.142117
2314,1st to Die (Women's Murder Club #1),53.98,1,1,Mystery,2026-03-07 12:39:19.142747
2315,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,1,Science_Fiction,2026-03-07 12:39:19.811070
2316,Join,35.67,5,1,Science_Fiction,2026-03-07 12:39:19.814076
2317,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,4,1,Science_Fiction,2026-03-07 12:39:19.814398
2318,The Project,10.65,1,1,Science_Fiction,2026-03-07 12:39:19.814672
2319,Soft Apocalypse,26.12,2,1,Science_Fiction,2026-03-07 12:39:19.814944
2320,Sleeping Giants (Themis Files #1),48.74,1,1,Science_Fiction,2026-03-07 12:39:19.815203
2321,Arena,21.36,4,1,Science_Fiction,2026-03-07 12:39:19.815473
2322,Foundation (Foundation (Publication Order) #1),32.42,1,1,Science_Fiction,2026-03-07 12:39:19.815733
2323,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,1,Science_Fiction,2026-03-07 12:39:19.815989
2324,Ready Player One,19.07,4,1,Science_Fiction,2026-03-07 12:39:19.816246
2325,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,1,Science_Fiction,2026-03-07 12:39:19.816504
2326,Dune (Dune #1),54.86,1,1,Science_Fiction,2026-03-07 12:39:19.816763
2327,Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,1,Science_Fiction,2026-03-07 12:39:19.817138
2328,Three Wishes (River of Time: California #1),44.18,2,1,Science_Fiction,2026-03-07 12:39:19.817435
2329,The Last Girl (The Dominion Trilogy #1),36.26,2,1,Science_Fiction,2026-03-07 12:39:19.817691
2330,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,1,Science_Fiction,2026-03-07 12:39:19.817945
2331,Sapiens: A Brief History of Humankind,54.23,5,1,History,2026-03-07 12:39:20.462768
2332,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,1,1,History,2026-03-07 12:39:20.465845
2333,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,1,1,History,2026-03-07 12:39:20.466168
2334,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,2,1,History,2026-03-07 12:39:20.466452
2335,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,1,1,History,2026-03-07 12:39:20.466804
2336,Zealot: The Life and Times of Jesus of Nazareth,24.7,3,1,History,2026-03-07 12:39:20.467096
2337,A Distant Mirror: The Calamitous 14th Century,14.58,3,1,History,2026-03-07 12:39:20.467374
2338,1491: New Revelations of the Americas Before Columbus,21.8,3,1,History,2026-03-07 12:39:20.467648
2339,Brilliant Beacons: A History of the American Lighthouse,11.45,3,1,History,2026-03-07 12:39:20.467925
2340,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5,1,History,2026-03-07 12:39:20.468202
2341,A Short History of Nearly Everything,52.4,5,1,History,2026-03-07 12:39:20.468479
2342,The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,1,History,2026-03-07 12:39:20.468755
2343,Catherine the Great: Portrait of a Woman,58.55,4,1,History,2026-03-07 12:39:20.469047
2344,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,1,History,2026-03-07 12:39:20.469346
2345,The Hiding Place,55.91,4,1,History,2026-03-07 12:39:20.469634
2346,America's War for the Greater Middle East: A Military History,51.22,2,1,History,2026-03-07 12:39:20.469913
2347,The Guns of August,14.54,2,1,History,2026-03-07 12:39:20.470193
2348,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,1,History,2026-03-07 12:39:20.470473
2349,Birdsong: A Story in Pictures,54.64,3,1,Childrens,2026-03-07 12:39:21.108266
2350,The Bear and the Piano,36.89,1,1,Childrens,2026-03-07 12:39:21.111307
2351,The Secret of Dreadwillow Carse,56.13,1,1,Childrens,2026-03-07 12:39:21.111607
2352,The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,58.08,4,1,Childrens,2026-03-07 12:39:21.111865
2353,Little Red,13.47,3,1,Childrens,2026-03-07 12:39:21.112126
2354,Walt Disney's Alice in Wonderland,12.96,5,1,Childrens,2026-03-07 12:39:21.112383
2355,Twenty Yawns,22.08,2,1,Childrens,2026-03-07 12:39:21.112654
2356,Rain Fish,23.57,3,1,Childrens,2026-03-07 12:39:21.112912
2357,Once Was a Time,18.28,2,1,Childrens,2026-03-07 12:39:21.113171
2358,Luis Paints the World,53.95,3,1,Childrens,2026-03-07 12:39:21.113426
2359,Nap-a-Roo,25.08,1,1,Childrens,2026-03-07 12:39:21.113681
2360,The Whale,35.96,4,1,Childrens,2026-03-07 12:39:21.113937
2361,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,1,Childrens,2026-03-07 12:39:21.114190
